CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
1,2,Views,3016,2,220,754,2342,16185,2310
0,2,Views,3016,2,220,1039,2342,16513,2310
2,2,Views,3016,5,220,126,2342,18279,2310
2,2,Views,3016,3,220,858,2342,20001,2310
0,2,Views,3016,3,220,522,2342,22940,2310
1,2,Views,3016,3,220,1758,2342,28316,2310
1,2,Views,3016,2,220,74,2342,29863,2310
3,2,Views,3016,5,220,458,2342,30565,2310
3,2,Views,3016,1,220,684,2342,32208,2310
5,2,Views,3016,1,220,341,2342,32257,2310
2,2,Views,3016,3,220,150,2342,32432,2310
5,2,Views,3016,9,220,402,2342,35256,2310
6,2,Views,3016,10,220,896,2342,48072,2310
6,2,Views,3016,1,220,165,2342,57949,2310
0,2,Views,3016,2,220,318,2342,62731,2310
7,2,Views,3016,4,220,255,2342,72039,2310
0,2,Views,3016,0,220,81,2342,73641,2310
0,2,Views,3016,4,220,68,2342,82637,2310
0,2,Views,3016,2,220,42,2342,83191,2310
0,2,Views,3016,2,220,33,2342,88670,2310
2,2,Views,3016,0,220,24,2342,109283,2310
2,7,Views,11860,5,883,305,2359,6366,2392
6,7,Views,11860,29,883,2897,2359,6601,2392
4,7,Views,11860,3,883,242,2359,7330,2392
4,7,Views,11860,9,883,357,2359,7644,2392
4,7,Views,11860,11,883,583,2359,8823,2392
4,7,Views,11860,15,883,2578,2359,9542,2392
0,7,Views,11860,3,883,206,2359,18877,2392
3,7,Views,11860,2,883,200,2359,50803,2392
2,7,Views,11860,2,883,49,2359,61725,2392
5,3,Views,1230,10,51,409,238,6746,2425
0,3,Views,1230,3,51,333,238,6747,2425
0,3,Views,1230,9,51,1298,238,6874,2425
2,3,Views,1230,15,51,3536,238,9001,2425
0,3,Views,1230,5,51,183,238,9794,2425
1,3,Views,1230,8,51,1159,238,17932,2425
0,3,Views,1230,4,51,691,238,31621,2425
0,3,Views,1230,5,51,786,238,32542,2425
4,3,Views,1230,5,51,858,238,33553,2425
0,3,Views,1230,3,51,196,238,34188,2425
8,3,Views,1230,1,51,946,238,35255,2425
3,3,Views,1230,2,51,241,238,59503,2425
7,3,Views,1230,1,51,96,238,73690,2425
7,3,Views,1230,0,51,215,238,74222,2425
2,3,Views,1230,6,51,168,238,74755,2425
0,3,Views,1230,4,51,111,238,83640,2425
0,3,Views,1230,1,51,20,238,86244,2425
0,17,Views,2012,1,458,456,216,5698,2485
7,17,Views,2012,14,458,277,216,6047,2485
6,17,Views,2012,7,458,655,216,7020,2485
9,17,Views,2012,1,458,680,216,9275,2485
4,17,Views,2012,2,458,284,216,11907,2485
0,17,Views,2012,6,458,1478,216,12187,2485
0,17,Views,2012,4,458,152,216,13303,2485
1,17,Views,2012,1,458,350,216,15616,2485
1,17,Views,2012,27,458,925,216,20010,2485
2,17,Views,2012,4,458,345,216,21851,2485
0,17,Views,2012,4,458,36,216,23411,2485
4,17,Views,2012,9,458,246,216,23502,2485
0,17,Views,2012,8,458,447,216,25482,2485
7,17,Views,2012,1,458,3555,216,26764,2485
2,17,Views,2012,1,458,62,216,38422,2485
4,17,Views,2012,3,458,379,216,50992,2485
3,0,Views,3561,1,613,407,585,5982,2645
0,0,Views,3561,15,613,1060,585,9198,2645
0,0,Views,3561,8,613,211,585,19860,2645
2,0,Views,3561,4,613,392,585,29336,2645
1,2,Views,485,4,54,514,113,8882,2660
15,2,Views,485,5,54,1009,113,18542,2660
0,2,Views,485,4,54,740,113,22491,2660
0,2,Views,485,1,54,719,113,22554,2660
2,2,Views,485,1,54,287,113,23120,2660
4,2,Views,485,2,54,313,113,23702,2660
0,2,Views,485,0,54,124,113,25880,2660
4,2,Views,485,2,54,109,113,32195,2660
0,351,Views,6078,14,1146,3056,776,6498,2669
0,351,Views,6078,3,1146,539,776,6707,2669
4,351,Views,6078,25,1146,551,776,7134,2669
0,351,Views,6078,7,1146,157,776,10945,2669
0,351,Views,6078,1,1146,1148,776,16001,2669
2,351,Views,6078,3,1146,372,776,18884,2669
0,351,Views,6078,5,1146,526,776,24067,2669
4,351,Views,6078,5,1146,482,776,28180,2669
0,351,Views,6078,6,1146,942,776,29469,2669
0,351,Views,6078,3,1146,393,776,43194,2669
0,351,Views,6078,3,1146,181,776,46455,2669
4,351,Views,6078,14,1146,881,776,49443,2669
5,351,Views,6078,3,1146,169,776,50858,2669
8,351,Views,6078,5,1146,306,776,72575,2669
9,0,Views,691,0,114,1133,91,6044,2676
0,0,Views,691,1,114,230,91,34105,2676
0,0,Views,691,2,114,692,91,48100,2676
0,0,Views,691,0,114,176,91,50783,2676
4,0,Views,691,0,114,158,91,53297,2676
2,0,Views,691,3,114,216,91,54927,2676
10,0,Views,691,1,114,277,91,54943,2676
0,0,Views,691,0,114,477,91,55086,2676
0,0,Views,691,0,114,124,91,55868,2676
6,0,Views,691,6,114,662,91,57027,2676
2,0,Views,691,1,114,132,91,57162,2676
1,0,Views,691,1,114,23,91,59055,2676
2,0,Views,691,5,114,251,91,61877,2676
2,0,Views,691,3,114,184,91,62167,2676
2,0,Views,691,2,114,709,91,62416,2676
3,0,Views,691,1,114,40,91,69336,2676
11,0,Views,691,1,114,522,91,69613,2676
2,0,Views,691,2,114,58,91,69720,2676
0,0,Views,691,1,114,449,91,70675,2676
0,0,Views,691,5,114,240,91,71209,2676
0,0,Views,691,1,114,87,91,71601,2676
0,0,Views,691,0,114,88,91,73436,2676
7,0,Views,691,0,114,87,91,76784,2676
2,0,Views,691,1,114,340,91,79695,2676
0,0,Views,691,1,114,456,91,80599,2676
6,0,Views,691,0,114,62,91,86026,2676
2,0,Views,691,1,114,41,91,91234,2676
0,0,Views,691,0,114,20,91,91734,2676
0,0,Views,691,1,114,19,91,99944,2676
14,0,Views,691,6,114,110,91,114412,2676
2,0,Views,691,0,114,51,91,115279,2676
0,0,Views,1273,1,439,922,146,6122,2719
0,0,Views,1273,10,439,3495,146,6309,2719
0,0,Views,1273,5,439,906,146,7249,2719
0,0,Views,1273,3,439,141,146,7618,2719
0,0,Views,1273,2,439,104,146,8724,2719
0,0,Views,1273,3,439,676,146,9156,2719
0,0,Views,1273,4,439,694,146,16998,2719
2,0,Views,1273,9,439,1270,146,17225,2719
3,0,Views,1273,1,439,283,146,38874,2719
8,0,Views,1273,4,439,525,146,45074,2719
0,0,Views,1273,3,439,204,146,47293,2719
0,0,Views,1273,3,439,936,146,52259,2719
0,0,Views,1273,0,439,39,146,87095,2719
1,3,Views,821,5,187,177,101,6554,2750
0,3,Views,821,7,187,483,101,6588,2750
1,3,Views,821,9,187,4077,101,7004,2750
0,3,Views,821,8,187,2873,101,8583,2750
8,3,Views,821,7,187,308,101,8586,2750
4,3,Views,821,10,187,234,101,10003,2750
2,3,Views,821,3,187,1425,101,13306,2750
0,3,Views,821,1,187,371,101,13528,2750
4,3,Views,821,0,187,94,101,14660,2750
0,3,Views,821,2,187,162,101,18426,2750
5,3,Views,821,3,187,170,101,19127,2750
3,3,Views,821,0,187,368,101,29902,2750
6,3,Views,821,9,187,703,101,29905,2750
1,3,Views,821,5,187,211,101,30771,2750
4,3,Views,821,8,187,2586,101,30825,2750
0,3,Views,821,8,187,8692,101,31177,2750
7,3,Views,821,3,187,1349,101,31400,2750
8,3,Views,821,3,187,101,101,32255,2750
0,3,Views,821,12,187,4688,101,33013,2750
6,3,Views,821,1,187,73,101,33519,2750
4,3,Views,821,4,187,1031,101,33808,2750
0,3,Views,821,2,187,106,101,49943,2750
4,3,Views,821,3,187,252,101,56872,2750
1,3,Views,821,6,187,161,101,60812,2750
0,2,Views,2430,3,156,545,155,6287,2775
0,2,Views,2430,4,156,1249,155,7036,2775
6,2,Views,2430,6,156,464,155,11322,2775
0,2,Views,2430,2,156,361,155,41622,2775
1,2,Views,1942,8,366,936,189,6599,2798
2,2,Views,1942,9,366,1286,189,6809,2798
1,2,Views,1942,24,366,4214,189,7207,2798
0,2,Views,1942,3,366,151,189,7407,2798
0,2,Views,1942,4,366,921,189,7718,2798
0,2,Views,1942,6,366,1486,189,9959,2798
0,2,Views,1942,6,366,220,189,10277,2798
0,2,Views,1942,32,366,4554,189,11602,2798
0,2,Views,1942,11,366,865,189,12687,2798
1,2,Views,1942,13,366,1976,189,13389,2798
0,2,Views,1942,13,366,749,189,13597,2798
0,2,Views,1942,23,366,1879,189,14474,2798
4,2,Views,1942,4,366,3072,189,14516,2798
5,2,Views,1942,5,366,384,189,15042,2798
0,2,Views,1942,8,366,1969,189,24961,2798
5,2,Views,1942,15,366,409,189,26467,2798
0,2,Views,1942,4,366,129,189,41516,2798
0,2,Views,1942,2,366,685,189,41873,2798
0,2,Views,1942,1,366,201,189,45525,2798
9,2,Views,1942,4,366,174,189,45603,2798
8,2,Views,1942,2,366,216,189,45778,2798
0,2,Views,1942,2,366,764,189,47253,2798
0,2,Views,1942,2,366,70,189,47693,2798
4,2,Views,1942,0,366,473,189,49455,2798
3,2,Views,1942,2,366,121,189,49513,2798
0,2,Views,1942,0,366,254,189,49540,2798
1,2,Views,1942,1,366,77,189,49704,2798
0,2,Views,1942,1,366,87,189,49862,2798
0,2,Views,1942,4,366,271,189,49915,2798
3,2,Views,1942,2,366,164,189,54895,2798
0,2,Views,1942,1,366,36,189,58379,2798
3,2,Views,1942,1,366,179,189,58381,2798
1,2,Views,1942,3,366,155,189,60364,2798
0,2,Views,1942,14,366,224,189,61546,2798
0,2,Views,1942,9,366,489,189,61783,2798
2,2,Views,1942,0,366,71,189,62220,2798
0,2,Views,1942,3,366,125,189,63842,2798
5,2,Views,1942,2,366,953,189,63922,2798
5,2,Views,1942,5,366,175,189,63968,2798
0,2,Views,1942,3,366,154,189,64035,2798
2,2,Views,1942,13,366,1057,189,64147,2798
3,2,Views,1942,5,366,103,189,64597,2798
2,2,Views,1942,10,366,749,189,64991,2798
0,2,Views,1942,6,366,1814,189,65128,2798
0,2,Views,1942,1,366,83,189,66077,2798
0,2,Views,1942,1,366,193,189,82844,2798
6,2,Views,1942,4,366,71,189,86467,2798
0,2,Views,1942,2,366,48,189,87035,2798
0,2,Views,1942,2,366,66,189,87055,2798
0,2,Views,1942,0,366,53,189,88515,2798
3,2,Views,1942,6,366,212,189,88819,2798
0,2,Views,1942,0,366,20,189,89925,2798
3,2,Views,1942,1,366,39,189,89933,2798
3,2,Views,1942,0,366,45,189,89943,2798
0,2,Views,1942,3,366,55,189,90164,2798
0,2,Views,1942,0,366,44,189,90276,2798
4,2,Views,1942,2,366,51,189,90601,2798
1,2,Views,1942,5,366,105,189,91338,2798
5,2,Views,1942,9,366,501,189,91475,2798
0,2,Views,1942,0,366,69,189,92185,2798
0,2,Views,1942,4,366,158,189,94303,2798
0,2,Views,1942,3,366,51,189,94856,2798
1,2,Views,1942,4,366,47,189,97686,2798
1,2,Views,1942,3,366,32,189,103027,2798
0,2,Views,1942,0,366,45,189,103040,2798
2,2,Views,1942,3,366,49,189,103067,2798
2,2,Views,1942,5,366,176,189,105557,2798
3,2,Views,1942,2,366,40,189,106338,2798
0,2,Views,1942,1,366,15,189,107475,2798
3,2,Views,1942,12,366,381,189,107817,2798
2,2,Views,1942,2,366,54,189,109701,2798
0,2,Views,1942,3,366,57,189,109984,2798
0,2,Views,1942,2,366,83,189,110268,2798
0,2,Views,1942,3,366,37,189,111038,2798
7,2,Views,1942,3,366,67,189,111515,2798
0,2,Views,1942,2,366,38,189,111716,2798
1,2,Views,1942,3,366,28,189,111846,2798
6,2,Views,1942,1,366,42,189,113968,2798
2,2,Views,1942,2,366,86,189,114375,2798
0,2,Views,1942,1,366,18,189,115155,2798
0,2,Views,1942,2,366,15,189,115157,2798
0,8,Views,9604,6,1437,1734,1244,6329,2817
0,8,Views,9604,11,1437,6101,1244,6330,2817
0,8,Views,9604,9,1437,3110,1244,6469,2817
0,8,Views,9604,7,1437,2420,1244,6544,2817
2,8,Views,9604,7,1437,1577,1244,6702,2817
3,8,Views,9604,6,1437,2638,1244,6758,2817
5,8,Views,9604,2,1437,452,1244,6967,2817
2,8,Views,9604,5,1437,3407,1244,7344,2817
3,8,Views,9604,5,1437,431,1244,7894,2817
0,8,Views,9604,7,1437,985,1244,8696,2817
3,8,Views,9604,14,1437,2982,1244,8807,2817
0,8,Views,9604,5,1437,564,1244,9064,2817
2,8,Views,9604,13,1437,795,1244,10425,2817
0,8,Views,9604,4,1437,2739,1244,10676,2817
1,8,Views,9604,18,1437,1362,1244,11142,2817
1,8,Views,9604,9,1437,607,1244,11450,2817
5,8,Views,9604,44,1437,6933,1244,12670,2817
0,8,Views,9604,13,1437,515,1244,13194,2817
0,8,Views,9604,1,1437,981,1244,14045,2817
6,8,Views,9604,0,1437,176,1244,14205,2817
1,8,Views,9604,1,1437,292,1244,15398,2817
5,8,Views,9604,5,1437,929,1244,16597,2817
2,8,Views,9604,0,1437,375,1244,16672,2817
0,8,Views,9604,13,1437,8285,1244,17371,2817
3,8,Views,9604,26,1437,1832,1244,17920,2817
0,8,Views,9604,2,1437,833,1244,18362,2817
0,8,Views,9604,2,1437,108,1244,18376,2817
1,8,Views,9604,2,1437,127,1244,18605,2817
0,8,Views,9604,5,1437,1725,1244,19620,2817
1,8,Views,9604,1,1437,618,1244,19706,2817
0,8,Views,9604,3,1437,1091,1244,20586,2817
2,8,Views,9604,9,1437,1804,1244,21343,2817
1,8,Views,9604,3,1437,342,1244,21519,2817
0,8,Views,9604,3,1437,2040,1244,24325,2817
0,8,Views,9604,7,1437,2571,1244,27361,2817
0,8,Views,9604,1,1437,1061,1244,28102,2817
5,8,Views,9604,3,1437,2044,1244,28620,2817
11,8,Views,9604,1,1437,399,1244,32641,2817
7,8,Views,9604,14,1437,3365,1244,35185,2817
1,8,Views,9604,13,1437,503,1244,35209,2817
0,8,Views,9604,3,1437,827,1244,35694,2817
3,8,Views,9604,22,1437,7257,1244,41771,2817
0,8,Views,9604,3,1437,434,1244,44820,2817
0,8,Views,9604,5,1437,243,1244,49497,2817
3,8,Views,9604,1,1437,174,1244,52352,2817
10,8,Views,9604,2,1437,138,1244,56498,2817
2,8,Views,9604,8,1437,491,1244,67903,2817
11,8,Views,9604,9,1437,412,1244,71720,2817
0,8,Views,9604,1,1437,147,1244,72875,2817
2,8,Views,9604,2,1437,789,1244,81396,2817
0,8,Views,9604,4,1437,134,1244,91212,2817
2,8,Views,9604,2,1437,86,1244,92271,2817
2,7,Views,3359,2,134,386,467,6433,2860
1,7,Views,3359,4,134,180,467,7164,2860
0,7,Views,3359,10,134,1622,467,7200,2860
4,7,Views,3359,7,134,7274,467,7440,2860
0,7,Views,3359,2,134,44,467,10889,2860
2,7,Views,3359,0,134,224,467,27410,2860
0,7,Views,3359,4,134,301,467,28057,2860
0,7,Views,3359,1,134,185,467,28101,2860
2,7,Views,3359,0,134,25,467,56929,2860
2,7,Views,3359,2,134,37,467,67020,2860
0,7,Views,3359,1,134,43,467,70885,2860
7,7,Views,3359,2,134,91,467,77110,2860
5,7,Views,3359,3,134,113,467,97343,2860
0,7,Views,3359,1,134,12,467,104378,2860
0,7,Views,3359,1,134,20,467,109315,2860
6,0,Views,153,7,0,2075,97,6513,2889
0,0,Views,153,3,0,212,97,28879,2889
3,2,Views,1102,2,60,141,105,24285,2898
0,2,Views,1102,3,60,244,105,64896,2898
0,2,Views,1102,3,60,128,105,65312,2898
0,0,Views,814,12,98,846,86,6502,2902
1,0,Views,814,18,98,3119,86,8974,2902
0,0,Views,814,1,98,862,86,15227,2902
6,0,Views,263,41,107,2883,83,6538,2912
5,0,Views,263,4,107,405,83,8884,2912
0,0,Views,263,8,107,128,83,18545,2912
0,0,Views,263,6,107,1600,83,27127,2912
0,0,Views,263,3,107,359,83,34452,2912
2,0,Views,263,2,107,759,83,35012,2912
5,0,Views,263,3,107,421,83,35308,2912
5,0,Views,263,1,107,159,83,35454,2912
1,0,Views,263,12,107,793,83,43009,2912
0,0,Views,263,1,107,186,83,49997,2912
0,0,Views,263,3,107,143,83,50966,2912
0,48,Views,1177,6,804,171,153,6560,2921
1,48,Views,1177,5,804,2537,153,13326,2921
4,48,Views,1177,2,804,1043,153,16632,2921
0,48,Views,1177,4,804,578,153,18496,2921
0,48,Views,1177,7,804,1438,153,22620,2921
8,48,Views,1177,4,804,868,153,22627,2921
4,48,Views,1177,0,804,731,153,22699,2921
1,48,Views,1177,1,804,148,153,26054,2921
2,48,Views,1177,4,804,331,153,26833,2921
1,48,Views,1177,2,804,39,153,42992,2921
3,48,Views,1177,7,804,293,153,43685,2921
0,48,Views,1177,4,804,85,153,81571,2921
0,48,Views,1177,0,804,45,153,100666,2921
2,48,Views,1177,1,804,49,153,100668,2921
0,6,Views,10470,11,210,780,655,9071,2958
2,1,Views,1091,16,915,5011,84,18595,2981
0,1,Views,345,11,34,537,126,6807,3014
6,1,Views,345,2,34,1026,126,7022,3014
5,1,Views,345,2,34,1230,126,7084,3014
4,1,Views,345,8,34,1213,126,8251,3014
5,1,Views,345,4,34,1223,126,8528,3014
8,1,Views,345,2,34,155,126,9266,3014
3,1,Views,345,0,34,60,126,22438,3014
6,1,Views,345,5,34,507,126,40680,3014
0,1,Views,345,1,34,71,126,50622,3014
0,1,Views,345,0,34,59,126,57039,3014
0,1,Views,345,1,34,74,126,83849,3014
0,57,Views,8045,5,228,1260,500,6840,3019
2,57,Views,8045,18,228,2152,500,6907,3019
0,57,Views,8045,5,228,566,500,6954,3019
4,57,Views,8045,2,228,168,500,7090,3019
4,57,Views,8045,1,228,132,500,7153,3019
8,57,Views,8045,1,228,187,500,7485,3019
1,57,Views,8045,4,228,195,500,7653,3019
0,57,Views,8045,11,228,811,500,7780,3019
0,57,Views,8045,6,228,1306,500,8114,3019
0,57,Views,8045,5,228,898,500,8515,3019
1,57,Views,8045,16,228,1590,500,8754,3019
4,57,Views,8045,12,228,719,500,9859,3019
4,57,Views,8045,4,228,1673,500,10388,3019
1,57,Views,8045,5,228,240,500,11968,3019
0,57,Views,8045,2,228,155,500,14256,3019
4,57,Views,8045,3,228,209,500,15502,3019
0,57,Views,8045,4,228,989,500,17811,3019
0,57,Views,8045,3,228,691,500,24614,3019
7,57,Views,8045,11,228,1204,500,30689,3019
0,57,Views,8045,6,228,363,500,51186,3019
0,57,Views,8045,2,228,147,500,54518,3019
1,1,Views,1123,13,124,5704,117,10444,3058
0,1,Views,1123,5,124,797,117,12355,3058
2,0,Views,473,7,48,591,1055,10964,3248
0,0,Views,473,3,48,450,1055,14397,3248
0,0,Views,473,1,48,83,1055,56572,3248
1,7,Views,2090,14,42,8861,202,7261,3262
6,7,Views,2090,10,42,1081,202,10211,3262
0,7,Views,2090,12,42,2172,202,13340,3262
3,7,Views,2090,14,42,5274,202,15565,3262
2,7,Views,2090,5,42,118,202,16118,3262
2,7,Views,2090,4,42,1356,202,25392,3262
0,7,Views,2090,3,42,847,202,25734,3262
0,7,Views,2090,2,42,293,202,26557,3262
2,7,Views,2090,4,42,538,202,29422,3262
3,7,Views,2090,9,42,2562,202,32484,3262
6,7,Views,2090,7,42,4027,202,32770,3262
0,7,Views,2090,3,42,174,202,33638,3262
0,7,Views,2090,2,42,107,202,33815,3262
5,7,Views,2090,14,42,7167,202,33888,3262
0,7,Views,2090,1,42,322,202,48373,3262
1,7,Views,2090,9,42,331,202,52564,3262
0,7,Views,2090,6,42,269,202,56029,3262
0,7,Views,2090,2,42,502,202,56202,3262
2,7,Views,2090,0,42,162,202,65178,3262
1,7,Views,2090,10,42,2215,202,70274,3262
0,7,Views,2090,1,42,82,202,70401,3262
1,7,Views,2090,3,42,228,202,72350,3262
0,7,Views,2090,2,42,58,202,92080,3262
4,7,Views,2090,1,42,172,202,92391,3262
6,7,Views,2090,26,42,3283,202,93592,3262
1,7,Views,2090,3,42,139,202,94084,3262
3,12,Views,13898,9,869,5287,2866,7307,3277
1,12,Views,13898,3,869,252,2866,8260,3277
0,12,Views,13898,6,869,447,2866,12861,3277
0,12,Views,13898,8,869,2380,2866,13936,3277
2,12,Views,13898,3,869,343,2866,18281,3277
6,12,Views,13898,5,869,502,2866,20108,3277
1,12,Views,13898,5,869,259,2866,40933,3277
0,12,Views,13898,4,869,88,2866,63639,3277
2,12,Views,13898,13,869,5008,2866,73869,3277
6,12,Views,13898,8,869,389,2866,79043,3277
8,12,Views,13898,3,869,233,2866,79919,3277
1,0,Views,735,4,69,275,98,10463,3310
0,0,Views,735,0,69,403,98,10778,3310
2,0,Views,735,4,69,1595,98,12739,3310
0,0,Views,735,2,69,455,98,12812,3310
0,0,Views,735,4,69,168,98,13199,3310
0,0,Views,735,3,69,841,98,13252,3310
1,0,Views,735,0,69,73,98,16303,3310
0,0,Views,735,2,69,1838,98,18558,3310
0,0,Views,735,3,69,384,98,19507,3310
0,0,Views,735,2,69,195,98,19869,3310
1,0,Views,735,1,69,805,98,19895,3310
9,0,Views,735,1,69,177,98,20070,3310
2,0,Views,735,2,69,167,98,20121,3310
3,0,Views,735,2,69,345,98,20645,3310
1,0,Views,735,2,69,1102,98,20835,3310
1,0,Views,735,1,69,188,98,20850,3310
2,0,Views,735,4,69,585,98,20996,3310
1,0,Views,735,4,69,2355,98,21067,3310
0,0,Views,735,0,69,376,98,21177,3310
0,0,Views,735,1,69,113,98,21347,3310
4,0,Views,735,5,69,213,98,22462,3310
2,0,Views,735,5,69,504,98,26198,3310
0,0,Views,735,4,69,513,98,26288,3310
3,0,Views,735,0,69,138,98,26844,3310
3,0,Views,735,3,69,488,98,28190,3310
2,0,Views,735,1,69,132,98,28289,3310
1,0,Views,735,9,69,6436,98,29044,3310
0,0,Views,735,2,69,1458,98,30946,3310
4,0,Views,735,4,69,2140,98,31597,3310
0,0,Views,735,3,69,793,98,31724,3310
3,0,Views,735,1,69,132,98,31735,3310
2,0,Views,735,0,69,60,98,33356,3310
0,0,Views,735,1,69,451,98,33504,3310
6,0,Views,735,2,69,5012,98,34076,3310
2,0,Views,735,1,69,407,98,34263,3310
0,0,Views,735,3,69,2051,98,34319,3310
0,0,Views,735,2,69,272,98,36173,3310
0,0,Views,735,4,69,1130,98,37930,3310
2,0,Views,735,0,69,130,98,38060,3310
0,0,Views,735,2,69,74,98,41167,3310
1,0,Views,735,0,69,70,98,45700,3310
0,0,Views,735,0,69,158,98,45754,3310
3,0,Views,735,4,69,750,98,48755,3310
1,0,Views,735,2,69,439,98,50018,3310
0,0,Views,735,0,69,64,98,50358,3310
2,0,Views,735,0,69,181,98,58419,3310
1,0,Views,735,4,69,146,98,59853,3310
1,0,Views,735,1,69,66,98,64519,3310
8,0,Views,735,6,69,588,98,68087,3310
5,0,Views,735,1,69,225,98,68137,3310
0,0,Views,735,0,69,272,98,68493,3310
3,2,Views,929,3,41,685,86,7531,3376
0,2,Views,929,8,41,1958,86,7899,3376
7,2,Views,929,7,41,5439,86,8137,3376
3,2,Views,929,3,41,164,86,8150,3376
6,2,Views,929,66,41,88129,86,8225,3376
0,2,Views,929,3,41,987,86,14480,3376
4,2,Views,929,4,41,2104,86,14620,3376
2,2,Views,929,0,41,883,86,15064,3376
1,2,Views,929,2,41,1651,86,24993,3376
0,2,Views,929,18,41,8008,86,29719,3376
5,4,Views,703,2,34,94,248,63269,3411
0,1,Views,1500,0,6,35,111,81881,3468
3,1,Views,1500,4,6,59,111,91238,3468
8,4,Views,1463,17,427,1671,221,9085,3488
0,4,Views,1463,9,427,697,221,13999,3488
2,4,Views,1463,2,427,221,221,22690,3488
1,4,Views,1463,11,427,271,221,26073,3488
2,4,Views,1463,36,427,2245,221,27662,3488
5,4,Views,1463,7,427,3823,221,27736,3488
3,4,Views,1463,1,427,315,221,28776,3488
3,4,Views,1463,5,427,368,221,31977,3488
0,4,Views,1463,1,427,232,221,52811,3488
4,4,Views,1463,2,427,85,221,58504,3488
0,4,Views,1463,2,427,167,221,58676,3488
0,4,Views,1463,7,427,177,221,58890,3488
0,4,Views,1463,11,427,1413,221,60476,3488
0,4,Views,1463,3,427,429,221,66664,3488
0,4,Views,1463,0,427,91,221,85909,3488
7,4,Views,2951,5,88,92,309,8201,3567
0,4,Views,2951,4,88,78,309,8299,3567
0,4,Views,2951,16,88,5788,309,9357,3567
6,4,Views,2951,9,88,345,309,9926,3567
3,4,Views,2951,7,88,174,309,11329,3567
3,4,Views,2951,3,88,206,309,11444,3567
1,4,Views,2951,4,88,508,309,11596,3567
0,4,Views,2951,3,88,130,309,11773,3567
0,4,Views,2951,5,88,442,309,13118,3567
3,4,Views,2951,2,88,84,309,13204,3567
1,4,Views,2951,3,88,287,309,13368,3567
0,4,Views,2951,7,88,301,309,14380,3567
0,4,Views,2951,1,88,602,309,17416,3567
3,4,Views,2951,3,88,93,309,25552,3567
3,2,Views,494,11,56,875,133,7925,3572
9,2,Views,494,8,56,672,133,8401,3572
5,2,Views,494,2,56,228,133,8606,3572
0,2,Views,494,4,56,728,133,12759,3572
2,2,Views,494,5,56,2302,133,12953,3572
4,2,Views,494,5,56,925,133,13342,3572
0,2,Views,494,4,56,761,133,14143,3572
0,2,Views,494,3,56,583,133,16883,3572
0,2,Views,494,3,56,465,133,24810,3572
0,2,Views,494,9,56,443,133,24995,3572
4,2,Views,494,2,56,232,133,28633,3572
4,2,Views,494,3,56,104,133,32750,3572
7,2,Views,494,3,56,390,133,38436,3572
7,2,Views,494,1,56,283,133,48651,3572
4,2,Views,494,1,56,394,133,49042,3572
0,2,Views,494,1,56,134,133,49966,3572
4,2,Views,494,6,56,1993,133,52274,3572
2,2,Views,494,0,56,37,133,58689,3572
1,0,Views,913,1,2,111,653,8142,3595
6,0,Views,913,4,2,191,653,8246,3595
8,0,Views,913,1,2,350,653,9817,3595
3,0,Views,913,2,2,219,653,12477,3595
0,7,Views,1391,4,237,554,589,8433,3748
3,7,Views,1391,6,237,893,589,11018,3748
1,7,Views,1391,1,237,8386,589,13065,3748
1,7,Views,1391,4,237,490,589,14812,3748
1,7,Views,1391,5,237,5109,589,15305,3748
2,7,Views,1391,2,237,396,589,17785,3748
12,7,Views,1391,8,237,133,589,24977,3748
4,7,Views,1391,4,237,171,589,26699,3748
1,7,Views,1391,2,237,54,589,43591,3748
0,7,Views,1391,1,237,71,589,44749,3748
5,7,Views,1391,1,237,130,589,49703,3748
0,7,Views,1391,0,237,50,589,73729,3748
1,25,Views,705,7,90,144,97,8521,3794
2,25,Views,705,2,90,108,97,23792,3794
0,25,Views,705,5,90,201,97,68279,3794
0,25,Views,705,6,90,102,97,78189,3794
3,25,Views,705,2,90,76,97,78963,3794
2,145,Views,1460,7,1883,75,390,23369,3826
0,145,Views,1460,10,1883,93,390,23395,3826
0,145,Views,1460,5,1883,289,390,23429,3826
4,145,Views,1460,8,1883,178,390,23433,3826
0,145,Views,1460,4,1883,34,390,23454,3826
5,145,Views,1460,10,1883,302,390,23470,3826
5,1,Views,1329,6,157,608,119,10439,3835
0,1,Views,1329,2,157,379,119,12789,3835
0,1,Views,1329,9,157,8974,119,13784,3835
0,1,Views,1329,4,157,419,119,19582,3835
0,1,Views,1329,12,157,1300,119,27827,3835
3,0,Views,1525,5,49,286,262,10387,3874
0,0,Views,1525,4,49,67,262,11164,3874
1,0,Views,1525,4,49,1449,262,14481,3874
2,0,Views,1525,3,49,147,262,15711,3874
0,0,Views,1525,4,49,182,262,16800,3874
2,1,Views,476,4,363,358,181,8787,3903
0,1,Views,476,4,363,2611,181,9074,3903
5,1,Views,476,5,363,1578,181,9099,3903
2,1,Views,476,2,363,367,181,9121,3903
2,1,Views,476,5,363,27071,181,9242,3903
1,1,Views,476,5,363,166,181,9461,3903
2,1,Views,476,4,363,297,181,9490,3903
0,1,Views,476,15,363,403,181,9491,3903
7,1,Views,476,2,363,250,181,9814,3903
10,1,Views,476,2,363,2095,181,9895,3903
0,1,Views,476,8,363,9075,181,9898,3903
